ARTIST,TECHNIQUE,SIGNATURE,CONDITION,TOTAL DIMENSIONS,YEAR,Colorfulness Score,SVD Entropy,PRICE
127,-0.122086567,0,2,-0.154735929,2.039946787,103.7014388,4.712957269,55
354,-1.295299686,1,0,-0.166982005,-0.212380445,95.20672915,5.999085563,80
199,-0.122086567,0,0,1.192929809,0.706936792,74.3270296,5.289860653,77
328,-0.122086567,2,0,0.290304396,-0.442209755,153.390564,4.98364751,550
190,-0.122086567,2,0,-0.403241668,-1.269595269,168.0443332,5.489865869,284
354,-1.295299686,0,2,-0.066922603,-0.028516998,152.9062274,5.324114875,200
355,-0.122086567,2,2,-0.066922603,-0.120448722,83.74110835,5.332413535,265
171,-0.122086567,0,0,0.071069766,-0.442209755,62.4142768,4.644541509,87
354,3.397552791,2,2,-0.836931972,-0.442209755,196.5698579,5.838798632,130
358,-1.295299686,0,2,0.591976026,0.017448864,168.0868245,4.642810418,590
219,-0.122086567,0,0,1.711446591,-0.07448286,172.8915938,3.815560632,72
297,-0.122086567,2,0,0.591976026,0.017448864,135.6615482,5.042604905,200
